example_id,conversation_id,message_id,input_text,context,intent,escalation_expected,escalation_reason,difficulty,annotation_notes
gold_147,861853,861852,"@AmazonHelp but you did not refunded the money back on time as promised, due to which the price increased and I was unable to buy","customer: @115821 does not provide the refund on time and does not compensate on the price refund on the product later.
not ready to pay amount in a/c
brand: @199535 We've responded to you here: https://t.co/NBcrxqKPgy, request you to check. ^MA",refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_081
gold_148,1030179,1030168,@AmazonHelp Finally I got my money back after 11 days struggling with customer support team.,"customer: @AmazonHelp What do you want I have to go customer court regarding this issue
Everytime you are telling you will get the mail
customer: @AmazonHelp Sometimes I got sometimes not
customer: @AmazonHelp But after getting mail also issue was not take care properly
brand: @363738 Please be assured, we're working on resolving it. You may reply to our email for further queries. ^GS",refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_093
gold_149,1263397,1263397,@AmazonHelp i didn't mean to cancel my last order so how long in to i get my money back so i can order it again?,,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_109
gold_150,1379552,1379560,@AmazonHelp But what about my refund,"customer: @AmazonHelp How will I get refund
brand: @122600 Please reply to the email from our account specialist team and we'll get back to you at the earliest. ^PS
customer: @AmazonHelp Dear I get only one mail again and again
customer: @AmazonHelp That too of closure of account",refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_117
gold_151,1558059,1558059,@115850 Order# 408-7019058-8016314. Ordered a JBL headphone received a damaged one. I asked for replacement and got a duplicate JBL product in which the sound splits/burst as soon as base pick up. Did not expect such a bad experience from amazon. Please refund and compensate.,,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_132
gold_152,2361876,2361876,"@AmazonHelp  i have been due to get a parcel between 24th oct-7 November, have contacted seller multiple times and they have not bothered to reply. I want my money back.",,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_172
gold_153,2679469,2679469,"@115850 Shame on you Amazon, learn something from Flipkart. I want my refund right now. I'd waited for a week and then received a cheque where the name mentioned is wrong. I've even mailed the canceled check to Amazon but no response. Refund Id-403-3693517-6045157. Hopeless!",,refund_request,escalate,Issuing a refund is a financial action needing order verification.,easy,src=gold_184
gold_154,64002,63994,@AmazonHelp @115850 I gave the 48 hours you guys asked. Money is still not reflecting in my account. Is has been more than 2 weeks now. WHERE IS MY MONEY? GIVE MY MY MONEY. #AmazonFails @115851 #AmazonFraud #AmazonPay #AmazonPayQuiz,"customer: @AmazonHelp @115850 raised the concern (again) as suggested. Another mail from cust care suggests that money will get credited within 3 days. #fingerscrossed #anotherpromise  @115851 #amazonfails
brand: @130696 We understand your concern regarding Amazon Pay. Could you please confirm if you have shared the details on the link provided earlier. ^VH
customer: @AmazonHelp @115850  yes i have provided the details on link provided #amazonfails
brand: @130696 Thanks for the confirmation. Once the details are shared our team will reach out to you through an email within 12 hours. Request you to check the correspondence and reply to it for further assistance. ^PR",refund_status,escalate,Pay credit not reflecting.,medium,src=gold_004
gold_155,80560,80556,@AmazonHelp Per the email for the return my account should have received the credit when the item was received.,"brand: @133884 Hello! It generally takes 5-7 business days for your bank to process your refund after we received the return. You can track your return here: https://t.co/idZStYBf5n.^CN
customer: @AmazonHelp It is going to be a credit on my Amazon account.  No bank no cc
brand: @133884 Refunds are generally returned to the original payment method. Did you original pay with Gift Card Credit or a Credit Card? ^MI
customer: @AmazonHelp It was a gift I received.  I am waiting to reorder the correct size.",refund_status,escalate,Waiting for return credit.,medium,src=gold_007
gold_156,105235,105225,"@AmazonHelp Hello nice to see in my passbook that you have successfully refunded my amount of INR 3,260/-.. But as a matter of fact... I still have the product with me.. This was just to inform you guys https://t.co/hSat9yuZ96","customer: @AmazonHelp @118919 Sorry, I was promised someone would show up around 07 - 10 AM. But no one came.. &amp; have received this email yesterday.. https://t.co/YrlH4Npkmg
brand: @139239 We would like to assist you with the details, but as this is a social media platform, we can't view your account details. I request you to please reach out to us from the link here: https://t.co/TxK11znixD and we will assist you accordingly. ^AR",refund_status,escalate,Refund vs product still held.,hard,src=gold_009
gold_157,158832,158834,@115850 My dear @115850 भैंचों Just i wanna ask you where is my refund,"brand: @515225 We currently do not have any update on this. Stay tuned. :)
customer: @AmazonHelp Thanks :)
customer: @115850 Dear amazon i. M Hardik Patel amazon saller my problem is last 10 day my saller account paymant on my bank account details not update
brand: @523966 I understand your concern. Please reach out to our seller support team here: https://t.co/0oxtMPjKTH for assistance. ^BV",refund_status,escalate,Refund timing/amount is account- and transaction-specific.,medium,src=gold_018
gold_158,282739,438828,@AmazonHelp If I do not provide details than what I do. Where the hell I should go. You are simply harassing me. Can't you see my account that you cancelled this order immediately after I booked it. What else you require. Is this your style of operation. Pl refund my money.,"customer: @AmazonHelp @118342 @15352 @137848 @55412 @5832 @1145 I booked an item on Amazon. But, Amazon cancelled the order [as seen in my a/c] &amp; committed to refund. Now Amazon say, it being dispatched, which I do not need. Pl help refund of my money https://t.co/37ugFU3SuC
brand: @183363 I get your concern, Mahesh. Our team is working on it, kindly reply to the email sent by our team for an update. ^MP (1/2)
brand: @183363 Don't provide your order details, we consider it to be personal info. Our Twitter page is visible to the public. ^MP (2/2)
customer: @AmazonHelp You are harassing me. See my account that you yourself cancelled this order. You sent me many SMS in this regard. I have replied your email many times. Do your job &amp; refund my money. Pl stop this nuisance of asking details again and again. @1145 Kindly intervene.",refund_status,escalate,Refund commitment unmet.,medium,src=gold_034
gold_159,2715913,2715913,"Bloody worst experience from @115821, been 45 DAYS and still waiting for my REFUND. #wheresthemoney #cheap #fakepromises",,refund_status,escalate,Refund timing/amount is account- and transaction-specific.,medium,src=gold_187
gold_160,1346562,1346562,"@115830 Pre-ordered a cd,  released today. Dispatched y/day but not being delivered until Monday. It’s cheaper elsewhere. Refund options?",,refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_161,206011,205989,@AmazonHelp Saw somewhere that I can get a refund if I haven’t used prime benefits. I’ve since canceled my membership. That’s all I need to do (1),"customer: @AmazonHelp I have filled it. However, this is not the reply I was expecting. https://t.co/wOWFplSCK1
customer: @AmazonHelp You locked me out of my account and charged me a year’s subscription of a service without allowing me to choose if I wanted it or not
customer: @AmazonHelp What I need right now is for the money to be refunded to my account and my prime membership canceled.
brand: @164791 Hi, we'll be in touch as soon as possible with an update. ^TS",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_162,21586,21577,@AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me,"customer: @AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet
customer: @AmazonHelp Also..can u tell me precisely that when thieves like you are giving me my shipment. And trust me it's not COD, it's prepaid and u r denying delivery..I want a call to resolve this idiots
brand: @120701 on this as feedback with the team internally for a review. 2/2 ^OS
brand: @120701 I'm sorry but I wouldn't' be able to disclose those details. However, I'll be sure to share your comments 1/2 ^OS",refund_status,escalate,Refund timing/amount is account- and transaction-specific.,medium,topup:refund_status
gold_163,297917,297924,@AmazonHelp I am still waiting for my refund any update??,"customer: @AmazonHelp Wait for your response.!
customer: @186973 @AmazonHelp Seems like, seller have no idea between ram and the SSD.
brand: @186973 We've sent a correspondence to your registered email ID here: https://t.co/NTkrxpsbHJ. Kindly check. ^PS
customer: @AmazonHelp What is the update??",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_164,367474,367475,@AmazonHelp The product finally came in today. Had already asked for a refund which can't be cancelled. Currently double charged waiting for refund.,"customer: Okay so why would Amazon tell me my package has been delivered on a Sunday ? Why @115821  Why ?
brand: @203044 I'm sorry you haven't been able to locate your order! Have you tried these steps: https://t.co/nD7RMrha1S Keep us posted! ^LB
customer: @AmazonHelp I have done everything except wait for 36 hours. This just happened. Hoping the situation resolves itself by tomorrow.",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_165,409363,409366,@115830 I have tried and have got no where. I have just been processed a refund so that I now have to search for all 5 products and order again,"customer: Appalling @115830 !!Been lied to by your carriers on my last 2 orders,spent my day trying to sort out your mess up!Completely unreliable
customer: @115830 First they lied and said my address was invalid, then rescheduled delivery for tomorrow but lied and said it has been delivered tonight
brand: @212601 So sorry about this! We'd like to look into this further with you. Please reach out to us here: https://t.co/JzP7hlA23B ^VB",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_166,926683,926685,@AmazonHelp Your stupid link goes no where! I'll be sending a certified letter an demanding refund!,"customer: @AmazonHelp https://t.co/r2T86VL4hB
customer: @AmazonHelp Want my order # idk you figure this out!
customer: @AmazonHelp An btw People drop off my boxes! Not always FedEx ups ect. They don't drop at 1am! An if they did I may Sue Amazon. I have kids in my home!
brand: @339884 We don't have access to account/order details via Twitter. Have you tried these steps: https://t.co/ujFZ8jU3FS? ^WJ",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_167,979624,979624,@115850 waiting for refund for order no 171-5655450-744913. The item has benn returned but not updated in site. Please process my refund.,,refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_168,981977,981978,@AmazonHelp Where do you request a refund?????,"customer: thanks to amazon for randomly charging me for prime I didn’t sign up for ✔️
brand: @352827 Oh no! We're sorry for the unexpected charge! You can cancel and request a refund here: https://t.co/4P85xBLtJn ^ZW
customer: @AmazonHelp If I cancelled it, I have to schedule a refund separately?? The email said it would come in 3-5 days after I cancelled it",refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_169,987817,987817,@115821 suddenly from nowhere Rs. 3192 deducted as Amazon Membership. Plz refund https://t.co/wtOZrFNLnU,,refund_status,escalate,Refund status is transaction-specific.,medium,topup:refund_status
gold_170,142052,142046,@AmazonHelp have mailed,"customer: @AmazonHelp Got the package. He came yesterday.
brand: @148055 Glad you have received your order. Thank you for keeping us posted. ^SB
customer: @AmazonHelp hey, on another note, two of my recent purchases which i asked for a return, havent been picked up yet. it's been more than two weeks.
brand: @148055 Apologies for the delay. Please get in touch with our support team here:https://t.co/HQhpS2qeEd so that we can fix the issue. ^MN",return_request,auto_handle,,medium,returns not picked up |src=gold_015
gold_171,412310,412307,@AmazonHelp Why are your guys asking me to contact blue dart and return my product through them ?? Ridiculous service..,brand: @213377 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,return_request,auto_handle,,easy,src=gold_050
gold_172,701324,701324,@116316 I ordered a new Kindle and a few hours later they went on sale. CS advised I can return it (for free) and order a new one at the lower price. That seems... inefficient?,,return_request,auto_handle,,easy,src=gold_070
gold_173,1045003,1045002,@AmazonHelp I can't because it only gives me returns and I don't want to return it. I want money off my order as it's not new as advertised.,"customer: @115830 this arrived today and it's all creased inside, states it's new on the website and has a finger print on one of the pages? https://t.co/7atKtnef6r
brand: @367065 If you have an order issue, please report it here: https://t.co/aaDyEz1VgE. ^MC",return_request,auto_handle,,easy,src=gold_094
gold_174,1124979,1124978,"@AmazonHelp Ordered a mattress, prices went down a few days later, still down on the website, yet amazon will not price match, so instead we have to send it back and reorder","customer: For some reason I thought @115821 customer service was good... I was wrong
brand: @385269 I'd like to see how we can help. Without including any personal information, what happened when you contacted us and was the issue resolved? ^MG",return_request,auto_handle,,easy,src=gold_101
gold_175,1598872,1598874,@AmazonHelp Wasn't sure if i would be entitled to a refund!,"customer: @115830 p2 because i've ordered an item and it isn't safe for my daughter and at £3.00 its not exactly cheap!!
brand: @463006 Hello, I am very sorry to hear this. Were the ingredients not listed properly on this particular item ? ^CR
customer: @AmazonHelp https://t.co/8U0XijyqoV no mention of may contains, if there was a pic i would have decided no. Due to, mc of soya and egg.
brand: @463006 Sorry to hear that, have you looked in to returning the item? ^JJ",return_request,auto_handle,,easy,src=gold_136
gold_176,2458428,2458427,@AmazonHelp I want to return my order but no one has came to pickup my order,"customer: @115850 need help regarding
 My return order no 406 6518102 2693159
brand: @704100 Could you please tell us a little more about your concern? We'll be glad to help you.

Please don’t provide your order details as we consider them to be personal info. Our page is visible to public.^SC",return_request,auto_handle,,easy,src=gold_177
gold_177,2501950,2501948,"@115850 Even after asking refund for that order, template answers are given by customer service guys. Are you guys really in mood to return my money?",customer: @115850 Customer has to keep track of refund. Otherwise you people shall simple eat up their money by not returning it. Seriously #PATHETIC. I returned my order long back and just found today that no refund was given ever!!. Order #: 405-8998905-9065147,return_request,auto_handle,,easy,src=gold_181
gold_178,2826509,2826508,"@AmazonHelp I’ve got not idea what’s going on, I phoned customer service to arrange replacement/return and the return label said it will be collected the next business day which was today. Having emailed customer serv today they have arranged collection for the 28th November!!","customer: @AmazonHelp Hi, I’m in the uk can you confirm my return item will be collected today by the courier. My return label says it will be collected the next business day but there’s no confirmation email today. My brother is currently waiting incase they turn up wasting his day off.
brand: @330904 Hi, what day was the collection booked on? ^BZ",return_request,auto_handle,,easy,src=gold_196
gold_179,1181441,1181440,@AmazonHelp I know my order is eligible for a free return but I'm being charged $1 for printing the return label @ UPS? I don't own a printer??,"customer: I have never felt so let down, @115821. I am but a humble peasant. Why you take my dollar!!!!! I am dirt poor!!!!!
brand: @397845 I'm sorry for the frustration! For information and eligibility on Free Returns, please visit here: https://t.co/vKmRO3uDz8 ^AC",return_request,auto_handle,,easy,topup:return_request
gold_180,1334308,1334308,@AmazonHelp local Pass My Parcel agent has refused to print return label as you have instructed. I have QR return code but they refuse.,,return_request,auto_handle,,easy,topup:return_request
gold_181,2498224,2498218,@AmazonHelp I am not looking for replacement. I want to return d product &amp; if it is not returnable then why it wasn’t mentioned on product detail page?,"customer: Dear @115850 if a product is not returnable then you should mention the same along with the description of the product.
brand: @285155 Do let us know if any of your queries went unaddressed? We'll look into it. I'll forward your feedback internally. ^PS
customer: @AmazonHelp Yes! I am trying to return a product but it is only giving me replacement option. If I knew it earlier I wouldn’t have ordered it!
brand: @285155 Replacements are followed as per our return policy. Please refer here: https://t.co/S4eX6UOjIb for more info. ^RW",return_request,auto_handle,,easy,topup:return_request
gold_182,2671376,2671376,"@AmazonHelp hi I wanted to return a item but I don't have a printer to print out the return label, is there anything else I can do? Thank u",,return_request,auto_handle,,easy,topup:return_request
gold_183,2807486,2807486,@AmazonHelp I’ve been having trouble printing a return label and I️ think I️ missed the deadline for the return,,return_request,auto_handle,,easy,topup:return_request
gold_184,282794,282793,"@AmazonHelp Yes two return labels with two phones in the boxes they were supplied in, in one large box","customer: @AmazonHelp @115821 Why is it so hard to understand that two phones were returned together and you have only scanned one into system? https://t.co/nRfUPvZQ2S
brand: @183372 Hi Peter, did you return the items using a return mailing label? If so, did the label match exactly what was returned? ^TP",return_request,auto_handle,,easy,topup:return_request
gold_185,4829,4829,@115830  website impossible to navigate - all I want to do is email about a faulty item - 20 min going round in circles. Infuriating 😡😡😡,,technical_issue,auto_handle,,medium,website navigation |src=gold_001
gold_186,277565,277565,#Alexa die App ist und bleibt ein Trauerspiel. Kontakte werden von einem neuen iPhone nicht importiert. #Amazon pfuscht mal wieder.,,technical_issue,auto_handle,,medium,src=gold_031
gold_187,899529,899539,@AmazonHelp Please remove the products from offers which are currently unavailable,"customer: @AmazonHelp If the product is not available then remove from offers, why unnecessary display such products in offers
brand: @285782 Thank you for letting us know, I've forwarded your feedback internally to the appropriate team for a review. ^RS
customer: @AmazonHelp No action taken on my feedbacks and no improvement , still the same.
brand: @285782 We're sorry you feel this way. We've already forwarded your feedback. We'll work on it for the future. ^ZH",technical_issue,auto_handle,,medium,src=gold_083
gold_188,1562334,1562332,@AmazonHelp @115851 does 2$ of gift card compensate against #badcustomerservice . I assumed after the glitch the team would attempt to deliver,"customer: @AmazonHelp @115850 @115821 giving me #alms #bheek to compensate for unprofessional service #badcustomerservice @115851 https://t.co/bkwxbklqLp
brand: @148940 That's not what we intend. It's a goodwill gesture from the support team. ^CB
customer: @AmazonHelp I am not sure how giving two separate gift card of 50 and 100 in amazon wallet is a good gesture rather than solving the issue and deliver
customer: @AmazonHelp Please keep this 150₹ with yourself. You have already embarrassed me enough.",technical_issue,auto_handle,,medium,src=gold_135
gold_189,2208497,2208497,@115821 proceed to checkout button missing on .DE,,technical_issue,auto_handle,,medium,src=gold_159
gold_190,2969470,2969470,"@115821 Noticed a bug on your site... It seems when you select to have an item shipped in an Amazon Box It just adds it as a gift message... Also, my stuff was late... #AmazonFail https://t.co/xjrLW0S6Eo",,technical_issue,auto_handle,,medium,src=gold_219
gold_191,1006607,1006607,"Ok. Now that I wasted 45 minutes of filming to because of @115821 system glitches and making me broke, time to start filming.....",,technical_issue,auto_handle,,medium,topup:technical_issue
gold_192,1402856,1402856,Hi @115850 @115821 some glitches in payment system. https://t.co/SEka1hf53V,,technical_issue,auto_handle,,medium,topup:technical_issue
gold_193,1439767,1439766,"@AmazonHelp Finally a response! But in the interest of time, I called Tech Support for a resolution. Appears like apparent glitch with Prime on Chrome.","customer: @119625 Followup on complaint logged two days continuously and NO RESOLUTION-REPLY YET. So Prime is a scam - has 20 OLD hindi movies?
brand: @454120 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.-Bikram",technical_issue,auto_handle,,medium,topup:technical_issue
gold_194,1731611,1731620,@AmazonHelp No - there must be some sort of glitch from you to my registered email.. can I give you an alternative email address to swap the account?,"brand: @146127 We'd like to have a specialist look into this with you. Please click here: https://t.co/wniGAlAhrv so we can assist. Thanks! ^NM
customer: @AmazonHelp Form completed. Many thanks and will await contact or resolution.
customer: @AmazonHelp Help form completed 2 days ago &amp; still no contact or resolution.. Password reset codes still not being received .. not great service..
brand: @146127 Hello- I can confirm an email was sent from our team on the 9th of November. Have you received this? ^NV",technical_issue,auto_handle,,medium,topup:technical_issue
gold_195,318606,318606,@119625 @116618 your prime video app keeps on freezing and repeat multiple time same 3 second before which it was freezed,,technical_issue,auto_handle,,medium,topup:technical_issue
gold_196,350593,350593,@115821 I am having issues in purchasing the one plus 5 in exchange off Karbon titanium S5 but the app &amp; website is giving error since Sept https://t.co/OHf1JKahiD,,technical_issue,auto_handle,,medium,topup:technical_issue
gold_197,472284,472282,"@AmazonHelp My orders keep getting canceled bc my cards aren’t working w my account. If I use someone else’s card it works. It’s not a bank problem, bc the bank cleared it. I was on the phone for 3 hours w amazon &amp; they said it was a glitch that would go away in 2 hrs &amp; it never did.","customer: I have a deep love for @115821 but their customer service has been horribly dreadful to work with. One of their reps from India kept ignoring me, giving me attitude, and eventually hung up on me tonight. My new prime membership has been a nightmare 😬😅
brand: @227479 I am so sorry to hear that Cass! Without giving out any personal info, would you be able to tell us a bit more about the issue you are experiencing? We'd like to help!^MA",technical_issue,auto_handle,,medium,topup:technical_issue
gold_198,561723,561723,"Hey, @117634 ?

Can you update &amp; patch your app, please?

The app keeps telling me to close itself, every time I open an ebook.",,technical_issue,auto_handle,,medium,topup:technical_issue
gold_199,680730,680730,"@115850 there was a glitch on your app, i have given all the correct answers for quiz still it says i have given wrong answer , anyways i never won anything on your quizzes but still please look into it",,technical_issue,auto_handle,,medium,topup:technical_issue
gold_200,881095,881095,@AmazonHelp is the site down in general or am I just special right now?,,technical_issue,auto_handle,,medium,topup:technical_issue
